CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10580390,03/08/2019 08:10:26 PM,,03/08/2019 08:32:01 PM,Open,accepted,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,Intersection of THE EMBARCADERO and FOLSOM ST,THE EMBARCADERO,6,Rincon Hill,SOUTHERN,37.790695,-122.390228333333,"(37.790695, -122.39022833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580390/photos
10580392,03/08/2019 08:11:00 PM,03/12/2019 09:14:25 AM,03/12/2019 09:14:25 AM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"534 FOLSOM ST, SAN FRANCISCO, CA, 94105",FOLSOM ST,6,South of Market,SOUTHERN,37.786346666667,-122.395696666667,"(37.78634667, -122.39569667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580392/photos
10580394,03/08/2019 08:12:00 PM,03/13/2019 08:11:00 AM,03/13/2019 08:11:00 AM,Closed,03/12/2019 @1010 HRS #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,Intersection of 39TH AVE and LAWTON ST,39TH AVE,4,Outer Sunset,TARAVAL,37.756987887966,-122.498281767512,"(37.75698789, -122.49828177)",Mobile/Open311,
10580397,03/08/2019 08:13:41 PM,03/10/2019 11:05:00 AM,03/10/2019 11:05:00 AM,Closed,TRANSFERRED TO STREETLIGHT UPGRADE / SHIELD INSTALL ON NEW LED LIGHTS NOT MAINT. DEPT. FUNCTION.,PG and E - Streetlights Queue,Streetlights,Streetlight - Other_Request_Light_Shield,Other_Request_Light_Shield on Wooden Pole,"68 CUMBERLAND ST, SAN FRANCISCO, CA, 94110",CUMBERLAND ST,8,Mission Dolores,MISSION,37.759208679199,-122.425079345703,"(37.75920868, -122.42507935)",Mobile/Open311,
10580401,03/08/2019 08:14:00 PM,03/18/2019 12:00:00 AM,03/18/2019 12:00:00 AM,Closed,Request is a duplicate and has been previously reported as 10580401,DPW Ops Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,Intersection of FOLSOM ST and BEALE ST,FOLSOM ST,6,South of Market,SOUTHERN,37.788687721186,-122.392720195824,"(37.78868772, -122.3927202)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580401/photos
10580400,03/08/2019 08:14:00 PM,03/08/2019 09:02:35 PM,03/08/2019 09:02:35 PM,Closed,Officer responded to request under CAD # 190673811. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Dark blue (?) - Ford SUV - No front tags (?),"2784 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94118",GOLDEN GATE AVE,1,Lone Mountain,RICHMOND,37.776918087685,-122.456539175315,"(37.77691809, -122.45653918)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580400/photos
10580402,03/08/2019 08:15:00 PM,03/12/2019 04:12:38 PM,03/12/2019 04:12:38 PM,Closed,Outreach and Enforcement Incident created.   issued notice less than 1 week ago,DPW Ops Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"1 SAINT FRANCIS PL, SAN FRANCISCO, CA, 94107",SAINT FRANCIS PL,6,South of Market,SOUTHERN,37.783186608921,-122.39789896588,"(37.78318661, -122.39789897)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580402/photos
10580403,03/08/2019 08:16:18 PM,03/12/2019 03:36:00 PM,03/12/2019 03:36:00 PM,Closed,,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of KEITH ST and NELSON AVE,KEITH ST,10,Portola,INGLESIDE,37.718264053441,-122.399106535939,"(37.71826405, -122.39910654)",Mobile/Open311,
10580404,03/08/2019 08:16:42 PM,03/11/2019 09:51:35 AM,03/11/2019 09:51:35 AM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of 3RD ST and HARRISON ST,3RD ST,6,South of Market,SOUTHERN,37.782571884293,-122.397399002051,"(37.78257188, -122.397399)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580404/photos
10580406,03/08/2019 08:17:12 PM,03/09/2019 02:18:06 PM,03/09/2019 02:18:06 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,Intersection of 3RD ST and CHANNEL,3RD ST,6,Mission Bay,SOUTHERN,37.774533333333,-122.389738333333,"(37.77453333, -122.38973833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580406/photos
10580408,03/08/2019 08:18:00 PM,09/06/2019 03:20:00 PM,09/06/2019 03:20:00 PM,Closed,Administratively closing old cases prior to May 2019.,Planning - G,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,Intersection of 3RD ST and CHANNEL,3RD ST,6,Mission Bay,SOUTHERN,37.774595004275,-122.389754802038,"(37.774595, -122.3897548)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580408/photos
10580409,03/08/2019 08:20:31 PM,03/08/2019 09:09:00 PM,03/08/2019 09:09:00 PM,Closed,,311 Service Request Queue,General Request - 311CUSTOMERSERVICECENTER,other,311CustomerServiceCenter - other,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10580414,03/08/2019 08:22:00 PM,03/08/2019 08:54:15 PM,03/08/2019 08:54:15 PM,Closed,Officer responded to request under CAD # 190673838. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Black - VW Golf - 8BSF915,"3239 BRODERICK ST, SAN FRANCISCO, CA, 94123",BRODERICK ST,2,Marina,NORTHERN,37.800291666667,-122.444808333333,"(37.80029167, -122.44480833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580414/photos
10580417,03/08/2019 08:22:00 PM,03/08/2019 10:10:21 PM,03/08/2019 10:10:21 PM,Closed,Request is a duplicate and has been previously reported as 10580406,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"1150 3RD ST, SAN FRANCISCO, CA, 94158",3RD ST,6,Mission Bay,SOUTHERN,37.77375,-122.389646666667,"(37.77375, -122.38964667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580417/photos
10580413,03/08/2019 08:22:14 PM,03/14/2019 12:00:00 AM,03/14/2019 12:00:00 AM,Closed,"3/14/19 Site inspection,no conditions found at location. gd -",DPW BSM Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"105 CHANNEL ST, SAN FRANCISCO, CA, 94158",CHANNEL ST,6,Mission Bay,SOUTHERN,37.773996666667,-122.389671666667,"(37.77399667, -122.38967167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580413/photos
10580419,03/08/2019 08:23:00 PM,03/08/2019 08:41:47 PM,03/08/2019 08:41:47 PM,Closed,10-98 @ 8:54 pm by LP 044,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Hazardous Waste Containers,Intersection of 24TH ST and MISSION ST,24TH ST,9,Mission,MISSION,37.752239227295,-122.418441772461,"(37.75223923, -122.41844177)",Phone,
10580420,03/08/2019 08:23:00 PM,03/08/2019 09:24:08 PM,03/08/2019 09:24:08 PM,Closed,Officer responded to request under CAD # 190673840. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,Dark blue - Honda Accord - 4ZXH665,"140 GARDENSIDE DR, SAN FRANCISCO, CA, 94131",GARDENSIDE DR,8,Upper Market,PARK,37.754334,-122.444984,"(37.754334, -122.444984)",Web,http://mobile311.sfgov.org/reports/10580420/photos
10580421,03/08/2019 08:23:00 PM,03/08/2019 10:10:22 PM,03/08/2019 10:10:22 PM,Closed,Request is a duplicate and has been previously reported as 10580418,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"1375 3RD ST, SAN FRANCISCO, CA, 94158",3RD ST,6,Mission Bay,SOUTHERN,37.771316666667,-122.389428333333,"(37.77131667, -122.38942833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580421/photos
10580418,03/08/2019 08:23:00 PM,03/08/2019 10:10:16 PM,03/08/2019 10:10:16 PM,Closed,Request is a duplicate and has been previously reported as 10580418,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"1325 3RD ST, SAN FRANCISCO, CA, 94158",3RD ST,6,Mission Bay,SOUTHERN,37.771746666667,-122.389471666667,"(37.77174667, -122.38947167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580418/photos
10580422,03/08/2019 08:23:30 PM,03/09/2019 09:17:25 AM,03/09/2019 09:17:25 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,"1471 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,9,Mission,MISSION,37.766723632813,-122.417007446289,"(37.76672363, -122.41700745)",Integrated Agency,
10580423,03/08/2019 08:23:32 PM,03/09/2019 09:15:39 AM,03/09/2019 09:15:39 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of 16TH ST and FOLSOM ST,16TH ST,9,Mission,MISSION,37.765316009521,-122.415306091309,"(37.76531601, -122.41530609)",Integrated Agency,
10580424,03/08/2019 08:23:46 PM,03/09/2019 02:15:54 PM,03/09/2019 02:15:54 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,Intersection of 3RD ST and MISSION BAY BLVD NORTH,3RD ST,6,Mission Bay,SOUTHERN,37.7711,-122.389396666667,"(37.7711, -122.38939667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580424/photos
10580426,03/08/2019 08:24:00 PM,03/14/2019 10:06:13 AM,03/14/2019 10:06:13 AM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note:",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"10 ELGIN PARK, SAN FRANCISCO, CA, 94103",ELGIN PARK,8,Mint Hill,SOUTHERN,37.771312401174,-122.423148168744,"(37.7713124, -122.42314817)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580426/photos
10580425,03/08/2019 08:24:00 PM,03/11/2019 05:26:07 PM,03/11/2019 05:26:07 PM,Closed,Pickup completed.,Recology_Abandoned,Blocked Street or SideWalk,Blocked_Sidewalk,Residential_totter blocking sidewalk,"300 9TH ST, SAN FRANCISCO, CA, 94103",9TH ST,6,South of Market,SOUTHERN,37.77373282708,-122.411714829619,"(37.77373283, -122.41171483)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580425/photos
10580427,03/08/2019 08:24:00 PM,03/09/2019 12:47:06 PM,03/09/2019 12:47:06 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"2131 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Dogpatch,BAYVIEW,37.762575825278,-122.388474516046,"(37.76257583, -122.38847452)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580427/photos
10580429,03/08/2019 08:24:00 PM,03/09/2019 01:03:56 AM,03/09/2019 01:03:56 AM,Closed,Police Officer responded to request under CAD # 190673839.  Issue reported could not be validated.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Parking Enforcement,"2678 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.754588755687,-122.414402974702,"(37.75458876, -122.41440297)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580429/photos
10580430,03/08/2019 08:25:00 PM,03/09/2019 12:57:51 PM,03/09/2019 12:57:51 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"2251 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Dogpatch,BAYVIEW,37.760966666667,-122.388511666667,"(37.76096667, -122.38851167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580430/photos
10580433,03/08/2019 08:25:00 PM,03/09/2019 01:09:53 PM,03/09/2019 01:09:53 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 24TH ST and 3RD ST,24TH ST,10,Central Waterfront,BAYVIEW,37.754238333333,-122.387825,"(37.75423833, -122.387825)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580433/photos
10580432,03/08/2019 08:25:15 PM,03/09/2019 01:02:17 PM,03/09/2019 01:02:17 PM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of 3RD ST and 20TH ST,3RD ST,10,Dogpatch,BAYVIEW,37.760496666667,-122.388466666667,"(37.76049667, -122.38846667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580432/photos
10580434,03/08/2019 08:26:00 PM,03/09/2019 10:22:27 AM,03/09/2019 10:22:27 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"3565 MARKET ST, SAN FRANCISCO, CA, 94131",MARKET ST,8,Eureka Valley,MISSION,37.756376284359,-122.440874624405,"(37.75637628, -122.44087462)",Mobile/Open311,
10580435,03/08/2019 08:26:00 PM,03/11/2019 05:53:03 AM,03/11/2019 05:53:03 AM,Closed,"Per email, encampment gone.",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"76 OAKWOOD ST, SAN FRANCISCO, CA, 94110",OAKWOOD ST,8,Mission Dolores,MISSION,37.760311,-122.424937,"(37.760311, -122.424937)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580435/photos
10580438,03/08/2019 08:27:00 PM,03/08/2019 10:20:42 PM,03/08/2019 10:20:42 PM,Closed,Officer responded to request under CAD # 190673856.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,White - Honda Accord - 8AYS213,"141 PRECITA AVE, SAN FRANCISCO, CA, 94110",PRECITA AVE,9,Bernal Heights,INGLESIDE,37.747089,-122.417542,"(37.747089, -122.417542)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580438/photos
10580436,03/08/2019 08:27:04 PM,03/09/2019 01:16:45 PM,03/09/2019 01:16:45 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of 26TH ST and 3RD ST,26TH ST,10,Central Waterfront,BAYVIEW,37.751575744601,-122.387579960788,"(37.75157574, -122.38757996)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580436/photos
10580443,03/08/2019 08:30:01 PM,03/08/2019 08:30:05 PM,03/08/2019 08:30:05 PM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"2903 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.75077527218,-122.413845393002,"(37.75077527, -122.41384539)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580443/photos
10580446,03/08/2019 08:31:33 PM,03/09/2019 08:21:04 AM,03/09/2019 08:21:04 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"1380 GREENWICH ST, SAN FRANCISCO, CA, 94109",GREENWICH ST,2,Russian Hill,NORTHERN,37.800823787417,-122.422471887375,"(37.80082379, -122.42247189)",Mobile/Open311,
10580449,03/08/2019 08:33:51 PM,03/10/2019 09:49:11 AM,03/10/2019 09:49:11 AM,Closed,"Encampment Removed
Close Note: GOA",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"698 14TH ST, SAN FRANCISCO, CA, 94114",14TH ST,8,Duboce Triangle,MISSION,37.767958587923,-122.428667176969,"(37.76795859, -122.42866718)",Mobile/Open311,
10580453,03/08/2019 08:36:00 PM,03/09/2019 02:34:42 PM,03/09/2019 02:34:42 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"3350 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Central Waterfront,BAYVIEW,37.746638333333,-122.387108333333,"(37.74663833, -122.38710833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580453/photos
10580454,03/08/2019 08:37:00 PM,03/10/2019 10:03:35 AM,03/10/2019 10:03:35 AM,Closed,SES Graffiti Crew  - Paint - Pole - Signal Light with Mast Arm,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1605 JERROLD AVE, SAN FRANCISCO, CA, 94124",JERROLD AVE,10,Bayview,BAYVIEW,37.73885,-122.389541666667,"(37.73885, -122.38954167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580454/photos
10580458,03/08/2019 08:38:11 PM,03/10/2019 10:24:21 AM,03/10/2019 10:24:21 AM,Closed,SES Graffiti Crew  - Scrape - Pole - Street Light - WOOD,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of PHELPS ST and KIRKWOOD AVE,PHELPS ST,10,Bayview,BAYVIEW,37.739208333333,-122.391761666667,"(37.73920833, -122.39176167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580458/photos
10580461,03/08/2019 08:40:00 PM,03/10/2019 10:20:22 AM,03/10/2019 10:20:22 AM,Closed,SES Graffiti Crew  - Scrape - Pole - Street Light - WOOD,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,"1666 KIRKWOOD AVE, SAN FRANCISCO, CA, 94124",KIRKWOOD AVE,10,Bayview,BAYVIEW,37.738883333333,-122.39122,"(37.73888333, -122.39122)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580461/photos
10580463,03/08/2019 08:41:00 PM,03/10/2019 10:14:42 AM,03/10/2019 10:14:42 AM,Closed,SES Graffiti Crew  - Paint - Pole - Signal Light,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1021 NEWHALL ST, SAN FRANCISCO, CA, 94124",NEWHALL ST,10,Bayview,BAYVIEW,37.738025,-122.390096666667,"(37.738025, -122.39009667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580463/photos
10580465,03/08/2019 08:42:38 PM,03/12/2019 09:56:09 AM,03/12/2019 09:56:09 AM,Closed,SES Graffiti Crew  - Scrape - Property - MUNI,DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_Over_70_Days,Posted Over 70 Days,Intersection of NEWCOMB AVE and NEWHALL ST,NEWCOMB AVE,10,Bayview,BAYVIEW,37.736275,-122.391625,"(37.736275, -122.391625)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580465/photos
10580466,03/08/2019 08:43:00 PM,03/12/2019 09:39:08 AM,03/12/2019 09:39:08 AM,Closed,SES Graffiti Crew  - Scrape - Pole - Street Lamp,DPW Ops Queue,Illegal Postings,Illegal Postings - Multiple_Postings,Multiple Postings,"4646 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.735878333333,-122.390463333333,"(37.73587833, -122.39046333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580466/photos
10580468,03/08/2019 08:44:00 PM,03/10/2019 10:36:32 AM,03/10/2019 10:36:32 AM,Closed,SES Graffiti Crew  - Scrape - Pole - Street Lamp,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,"4512 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.736963333333,-122.390066666667,"(37.73696333, -122.39006667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580468/photos
10580467,03/08/2019 08:44:00 PM,03/08/2019 09:04:36 PM,03/08/2019 09:04:36 PM,Closed,This issue has already been reported through an earlier request.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,blue - Lexus - 7LGX004,"125 CAMBON DR, SAN FRANCISCO, CA, 94132",CAMBON DR,7,Parkmerced,TARAVAL,37.71584305,-122.47313435,"(37.71584305, -122.47313435)",Phone,
10580471,03/08/2019 08:45:00 PM,03/09/2019 04:40:02 AM,03/09/2019 04:40:02 AM,Closed,Officer responded to request under CAD # 190673902. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Parking Enforcement,"398 HAIGHT ST, SAN FRANCISCO, CA, 94102",HAIGHT ST,5,Lower Haight,NORTHERN,37.772571,-122.428501,"(37.772571, -122.428501)",Mobile/Open311,
10580473,03/08/2019 08:46:00 PM,,03/12/2019 09:20:10 AM,Open,accepted,DPW - Bureau of Street Environmental Services - G,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"4404 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.737883333333,-122.389716666667,"(37.73788333, -122.38971667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580473/photos
10580475,03/08/2019 08:46:00 PM,03/14/2019 08:23:46 AM,03/14/2019 08:23:46 AM,Closed,,DPW Ops Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"4342 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.738296666667,-122.389655,"(37.73829667, -122.389655)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580475/photos
10580476,03/08/2019 08:47:00 PM,03/08/2019 09:01:17 PM,03/08/2019 09:01:17 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Automotive,Auto_accident_debris,Intersection of BUSH ST and MASON ST,BUSH ST,3,Lower Nob Hill,CENTRAL,37.789951324463,-122.410430908203,"(37.78995132, -122.41043091)",Phone,
10580480,03/08/2019 08:48:00 PM,03/08/2019 11:02:24 PM,03/08/2019 11:02:24 PM,Closed,Police Officer responded to request under CAD # 190673920.  Issue reported could not be validated.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,gray - small sedan - 7JDY043,"1251 TURK ST, Apt 310, SAN FRANCISCO, CA, 94115",TURK ST,5,Western Addition,NORTHERN,37.7804,-122.43,"(37.7804, -122.43)",Phone,
10580483,03/08/2019 08:49:00 PM,03/09/2019 12:42:11 AM,03/09/2019 12:42:11 AM,Closed,Officer responded to request under CAD # 190673921. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Parking Enforcement,"90 WEST VIEW AVE, SAN FRANCISCO, CA, 94134",WEST VIEW AVE,9,University Mound,BAYVIEW,37.730887815231,-122.417248873775,"(37.73088782, -122.41724887)",Mobile/Open311,
10580486,03/08/2019 08:54:00 PM,03/08/2019 10:46:41 PM,03/08/2019 10:46:41 PM,Closed,Officer responded to request under CAD # 190673936.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Parking Enforcement,Intersection of ATHENS ST and FRANCE AVE,ATHENS ST,11,Excelsior,INGLESIDE,37.716982766729,-122.431963345544,"(37.71698277, -122.43196335)",Mobile/Open311,
10580485,03/08/2019 08:54:00 PM,03/12/2019 04:16:26 PM,03/12/2019 04:16:26 PM,Closed,Outreach and Enforcement Incident created.   this is not a code violation. it is chain to a private property,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,6,Rincon Hill,SOUTHERN,37.784,-122.394371666667,"(37.784, -122.39437167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580485/photos
10580488,03/08/2019 08:55:00 PM,03/12/2019 05:39:00 AM,03/12/2019 05:39:00 AM,Closed,03/11/2019 VEH GOA @0919 HOURS #153,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"299 KALMANOVITZ ST, SAN FRANCISCO, CA, 94124",KALMANOVITZ ST,10,Bayview,BAYVIEW,37.726728540255,-122.397199397635,"(37.72672854, -122.3971994)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580488/photos
10580493,03/08/2019 08:57:00 PM,03/08/2019 11:25:51 PM,03/08/2019 11:25:51 PM,Closed,Officer responded to request under CAD # 190673949. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,White - Chevy / van - N/a,"3238 17TH ST, SAN FRANCISCO, CA, 94110",17TH ST,9,Mission,MISSION,37.7636541,-122.4182559,"(37.7636541, -122.4182559)",Web,
10580497,03/08/2019 08:59:00 PM,03/09/2019 01:46:00 PM,03/09/2019 01:46:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3061 21ST ST, SAN FRANCISCO, CA, 94110",21ST ST,9,Mission,MISSION,37.757272529451,-122.416036706532,"(37.75727253, -122.41603671)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580497/photos
10580498,03/08/2019 08:59:00 PM,03/14/2019 08:23:22 AM,03/14/2019 08:23:22 AM,Closed,,DPW Ops Queue,Blocked Street or SideWalk,Blocked_Sidewalk,Display_merchandise blocking sidewalk,"4346 3RD ST, SAN FRANCISCO, CA, 94124",3RD ST,10,Bayview,BAYVIEW,37.738388333333,-122.389603333333,"(37.73838833, -122.38960333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580498/photos
10580502,03/08/2019 09:00:00 PM,03/08/2019 09:22:00 PM,03/08/2019 09:22:00 PM,Closed,,311 Supervisor Queue,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"Jose Coronado Playground, , SAN FRANCISCO, CA, 94110",Jose Coronado Playground,9,Mission,MISSION,37.75738518223,-122.415117295573,"(37.75738518, -122.4151173)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580502/photos
10580501,03/08/2019 09:00:00 PM,03/10/2019 11:06:00 AM,03/10/2019 11:06:00 AM,Closed,"DUPLICATE TO 10486821 / DUE TO SCOPE OF WORK, REFERRED TO PGE CONTSTRUCTION / NOT A MAINT. ISSUE ON LIGHTS",PG and E - Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Metal Pole,"700 LAWTON ST, SAN FRANCISCO, CA, 94122",LAWTON ST,7,Golden Gate Heights,TARAVAL,37.758327484131,-122.470428466797,"(37.75832748, -122.47042847)",Phone,
10580499,03/08/2019 09:00:35 PM,03/09/2019 09:17:45 AM,03/09/2019 09:17:45 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,"3359 24TH ST, SAN FRANCISCO, CA, 94110",24TH ST,9,Mission,MISSION,37.752029732836,-122.419679397831,"(37.75202973, -122.4196794)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580499/photos
10580505,03/08/2019 09:01:03 PM,03/12/2019 10:09:27 AM,03/12/2019 10:09:27 AM,Closed,SES Graffiti Crew  - Scrape - Pole - Shared (Comment),DPW Ops Queue,Illegal Postings,Illegal Postings - Posted_on_Traffic_Light,Posted on Traffic Light,Intersection of GALVEZ AVE and 3RD ST,GALVEZ AVE,10,Bayview,BAYVIEW,37.741191666667,-122.388603333333,"(37.74119167, -122.38860333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10580505/photos
